,gene,Level4,source,Phenotypes
16792,ISPD,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital Muscular Dystrophy, alpha-dystroglycan related;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type"
16793,ISPD,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7	614643;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7	616052"
16794,ITPR1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Spinocerebellar ataxia 29;Gillespie syndrome 206700;Spinocerebellar ataxia 15;Spinocerebellar ataxia 29, congenital nonprogressive"
16795,KCNA1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Episodic ataxia/myokymia syndrome,"
16796,KCNC3,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Spinocerebellar ataxia 13
16797,KCND3,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Spinocerebellarataxia19,607346"
16798,KCNJ10,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Seizures, Sensorineural Deafness, Ataxia, Mental Retardation, and Electrolyte Imbalance Syndrome"
16799,KIAA0586,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Joubert syndrome 23;Joubert syndrome;Short-rib thoracic dysplasia 14 with polydactyly;Short-rib dysplasia 14 with polydactyly
16800,KIAA0753,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Orofaciodigital syndrome XV   617127
16801,KIF1C,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Spastic ataxia 2, autosomal recessive, OMIM:611302"
16802,KIF7,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Joubert syndrome 12   200990;Acrocallosal syndrome   200990
16803,LARGE1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital Muscular Dystrophy, alpha-dystroglycan related;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type"
16804,LARGE1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6 613154; Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6 608840; N-acetylglucosaminyltransferase-like protein deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)"
16805,LARS2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Perrault syndrome 4, OMIM:615300"
16806,MAN1B1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Mental retardation, autosomal recessive 15 614202; MAN1B1-CDG (Disorders of protein N-glycosylation)"
16807,MARS2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Spastic ataxia 3, autosomal recessive"
16808,MGAT2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital disorder of glycosylation, type IIa 212066; N-acetylglucosaminyltransferase deficiency (Disorders of protein N-glycosylation)"
16809,MKS1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,occipital encephalocele;Joubert syndrome;Bardet-Biedl syndrome;Joubert syndrome 28;249000;polydactyly;polycystic kidneys;Meckel-Gruber syndrome;Meckel syndrome;renal fibrosis
16810,MMACHC,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Ataxia and hypogonadism;Methylmalonic aciduria and homocystinuria, cblC type, 277400"
16811,MOGS,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital disorder of glycosylation, type IIb 606056;MOGS-CDG (Disorders of protein N-glycosylation)"
16812,MORC2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Axonal type CMT disease type 2Z, 616688"
16813,MPDU1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital disorder of glycosylation, type If 609180; Lec35 deficiency (Disorders of multiple glycosylation and other glycosylation pathways)"
16814,MPI,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital disorder of glycosylation, type Ib, OMIM:602579;MPI-CDG, MONDO:0011257;Phosphomannose isomerase deficiency (Disorders of protein N-glycosylation)"
16815,MRE11,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Ataxia-telangiectasia-like disorder;Ataxia-Telangiectasia-Like Disorder
16816,MT-ATP6,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Neuropathy, Ataxia, and Retinitis Pigmentosa"
16817,MTTP,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Abetalipoproteinemia, 200100"
16818,NGLY1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Congenital disorder of deglycosylation 615273
16819,NHLRC1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Epilepsy, progressive myoclonic 2B (Lafora)"
16820,NKX6-2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy, OMIM:617560"
16821,NPC1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Niemann-Pick disease types C1 and D (#257220)
16822,NPC2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Niemann-Pick disease type C2, 607625"
16823,NPHP1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Joubert syndrome 4;Senior-Loken syndrome;256100 Senior-Loken syndrome-1, 266900;609583 Nephronophthisis 1, juvenile;Nephronophthisis"
16824,NPHP3,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Renal-hepatic-pancreatic dysplasia;Senior-Loken syndrome;Nephronophthisis 3, 604387;Meckel syndrome 7, 267010;Renal-hepatic-pancreatic dysplasia 1, 208540;Nephronophthisis"
16825,OFD1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Joubert syndrome 10;X-linked Joubert syndrome;Orofaciodigital syndrome I
16826,OPA3,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Costeff syndrome;3-methylglutaconic aciduria, type III, 258501"
16827,OPHN1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"XLMR with Cerebellar Hypoplasia and Distinctive Facial Appearance;Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance, 300486;Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance"
16828,PAX6,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Aniridia, Cerebellar Ataxia, And Mental Retardation"
16829,PDYN,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Spinocerebellar ataxia 23
16830,PEX16,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Zellweger syndrome (614876);Peroxisome biogenesis disorder 8B (#614877)   infantile progressive ataxia and spastic paresis
16831,PGAP2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Hyperphosphatasia with mental retardation syndrome 3 614207; PGAP2-CDG (Disorders of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation)
16832,PGAP3,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Hyperphosphatasia with mental retardation syndrome 4	615716"
16833,PGM1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Congenital disorder of deglycosylation 615273
16834,PGM3,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Immunodeficiency 23	615816"
16835,PIBF1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Joubert syndrome 33, OMIM:617767;ataxia;vermis hypoplasia;developmental delay;thick superior cerebellar peduncles;superior cerebellar dysplasia"
16836,PIGA,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Multiple congenital anomalies-hypotonia-seizures syndrome 2 300868;PIGA-CDG (Disorders of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation)
16837,PIGL,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,CHIME syndrome 280000; PIGL-CDG (Disorders of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation)
16838,PIGN,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Multiple congenital anomalies-hypotonia-seizures syndrome 1	614080"
16839,PIGO,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Hyperphosphatasia with mental retardation syndrome 2 614749;(Disorders of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation)
16840,PIGS,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Glycosylphosphatidylinositol biosynthesis defect 18 618143
16841,PIGT,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Multiple congenital anomalies-hypotonia-seizures syndrome 3	615398"
16842,PIGV,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Hyperphosphatasia with mental retardation syndrome 1 239300;(Disorders of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation)
16843,PLA2G6,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Infantile neuroaxonal dystrophy 1 (#256600);Parkinson disease 14 (#612953);Neurodegeneration with brain iron accumulation 2B (#610217)
16844,PMM2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital disorder of glycosylation, type Ia 212065; Phosphomannomutase 2 deficiency (Disorders of protein N-glycosylation)"
16845,PMM2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital disorder of glycosylation, type Ia   212065"
16846,PMPCA,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Spinocerebellar ataxia, autosomal recessive 2  213200  AR;Non-progressive cerebellar ataxia   recessive variants identified in 17 patients from four different families."
16847,PNKP,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Ataxia with oculomotor apraxia 4 (#616267)
16848,PNPLA6,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Spinocerebellar ataxia, hypogonadotropic hypogonadism and chorioretinal dystrophy (Boucher-Neuhauser syndrome, #215470);Oliver-McFarlane syndrome (#603197);Autosomal recessive spastic paraplegia 39 (#612020), ataxia seen in some patients"
16849,POLG,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)
16850,POLR3A,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism;Autosomal Recessive Ataxia"
16851,POMGNT1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital Muscular Dystrophy, alpha-dystroglycan related;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type"
16852,POMGNT1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3 253280; Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B; Muscular dystrophy-dystroglycanopathy (limb-girdle), type C 3 613157; Retinitis pigmentosa 76 617123; Protein-O-mannose beta-1,2-N-acetyglucosaminyltransferase deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)"
16853,POMGNT2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8	614830"
16854,POMGNT2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies type
16855,POMT1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1  236670"
16856,POMT1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1 236670; Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1 613155; Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1 609308; Protein-O-mannosyltransferase 1 deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)"
16857,POMT2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type"
16858,POMT2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 2 613150; Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 2 613156; Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 2 613158; Protein-O-mannosyltransferase 2 deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)"
16859,PRKCG,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Spinocerebellar ataxia 14
16860,PRNP,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Creutzfeldt-Jakob disease;Autosomal Dominant Ataxia;Gerstmann-Straussler disease;Huntington disease-like 1;Insomnia, fatal familial"
16861,PRRT2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Convulsions, familial infantile, with paroxysmal choreoathetosis, 602066;Episodic kinesigenic dyskinesia 1, 128200;Seizures, benign familial infantile, 2, 605751"
16862,PTF1A,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Pancreatic and cerebellar agenesis,  609069"
16863,RARS2,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"epilepsy;Pontocerebellar hypoplasia, type 6, 611523;Pontocerebellar Hypoplasia type 6;Pontocerebellar hypoplasia;Pontocerebellar Hypoplasia"
16864,RELN,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Lissencephaly 2, 257320"
16865,RFT1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Congenital disorder of glycosylation, type In 612015; Flippase of Man5GlcNAc2-PP-Dol deficiency (Disorders of protein N-glycosylation)"
16866,RNF170,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Ataxia, sensory, 1, autosomal dominant"
16867,RNF216,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Cerebellar ataxia and hypogonadotropic hypogonadism, 212840"
16868,ROBO3,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Gaze palsy, familial horizontal, with progressive scoliosis, 1"
16869,RPGRIP1L,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,Joubert syndrome 7;Meckel syndrome 5;Joubert syndrome;Meckel syndrome;Meckel-Gruber syndrome
16870,SACS,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Spastic ataxia, Charlevoix-Saguenay type"
16871,SAR1B,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Chylomicron retention disease, OMIM:246700"
16872,SCLT1,Hereditary ataxia and cerebellar anomalies - childhood onset,gene_panel_488,"Oro-facio-digital syndrome type IX (Adly (2014) Hum Mutat 35,36);No OMIM phenotype"
